id,name,country,state,city,location,zip_code,website,phone,status,approved_by,user_id,logo_url
206,AJ Wright,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
207,Ajilon Consulting,United States,Maryland,Towson,210 West Pennsylvania Avenue,21204,www.ajilonconsulting.com,NULL,approved,admin-krupa,admin-krupa,NULL
208,Akibia,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
209,AKM Semiconductor Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
210,Akorn Pharmaceuticals,United States,Illinois,Lake Forest ,1925 W Field Ct #300,60045,www.akorn.com,,approved,admin-krupa,admin-krupa,NULL
211,Aksys Ltd,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
212,Akzo Nobel Chemicals Inc,United States,Illinois,Chicago ,525 W. Van Buren Street,60607,www.akzonobel.com,3125447000,approved,admin-krupa,admin-krupa,NULL
213,Alamo Rent A Car,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
214,Alamo Water Industrial Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
215,Alaris Medical Systems,United States,Ohio,Dublin,7000 Cardinal Place,43017,www.alarismed.com,,approved,admin-krupa,admin-krupa,NULL
216,Albemarle Hospital,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
217,Alcatel USA,United States,Texas,Plano ,3400 W. Plano Parkway,75075,www.alcatel.com,9725193000,approved,admin-krupa,admin-krupa,NULL
218,Alcoa Inc,United States,Pennsylvania,Pittsburgh,201 Isabella Street at Seventh Street Bridge,15212,www.alcoa.com,4125534545,approved,admin-krupa,admin-krupa,Alcoa Inc.png
219,Alcon Laboratories Inc,United States,Texas,Fort Worth ,6201 S. Freeway,76134,www.alconlabs.com,NULL,approved,admin-krupa,admin-krupa,Alcon Laboratories Inc.png
220,Alert Staffing,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
221,Alfa Tech,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
222,Alfred Mann Foundation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
223,Algor Inc,United States,Pennsylvania,Pittsburgh,150 Beta Drive,15238,www.algor.com,NULL,approved,admin-krupa,admin-krupa,NULL
224,Alimed Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
225,Alion Science & Technology Corporation,United States,Virginia,McLean,1750 Tysons Boulevard Suite 1300,22102,www.alionscience.com,NULL,approved,admin-krupa,admin-krupa,NULL
226,Alitum,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
227,All Star Directories Inc,United States,Washington,Seattle,2200 Alaskan Way,98121,www.allstardirectories.com,2064367500,approved,admin-krupa,admin-krupa,NULL
228,Alldata LLC,United States,California,Elk Grove,9650 W Taron Dr #100,95757,222.alldata.com,NULL,approved,admin-krupa,admin-krupa,ALLDATA.png
229,Allegheny Ludlum,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
230,Allegro Microsystems Inc,United States,Massachusetts,Worcester,115 Northeast Cutoff,1606,www.allegromicro.com,5088535000,approved,admin-krupa,admin-krupa,NULL
231,Allen Consulting Group Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
232,Allergan Inc,United States,California,Irvine,Post Office Box 19534,92623,www.allergan.com,NULL,approved,admin-krupa,admin-krupa,NULL
233,Allfirst Financial Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
234,Alliance Consulting Inc,United States,Pennsylvania,Philadelphia,One Commerce Square,19103,www.alliance-consulting.com,NULL,approved,admin-krupa,admin-krupa,NULL
235,Alliance Group Technologies,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
236,SiCortex Inc,United States,Massachusetts,Maynard,Three Clock Tower Place,1754,www.sicortex.com,,approved,admin-krupa,admin-krupa,NULL
237,Alliance Telecom Solutions Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
238,Alliancenet Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
239,Alliant Techsystems Inc,United States,Minnesota,Edina ,5050 Lincoln Drive,55436,www.atk.com,,approved,admin-krupa,admin-krupa,NULL
240,Allianz Life Insurance Company of North America,United States,Minnesota,Minneapolis ,P.O. Box 1344,55416,www.allianzlife.com,NULL,approved,admin-krupa,admin-krupa,Allianz Life Insurance Company of North America.png
241,Allied Waste Industries Inc,United States,Arizona,Pollard,15880 N. Greenway-Hayden Loop,85260,www.bfi.com,4806272700,approved,admin-krupa,admin-krupa,NULL
242,Allmerica Financial Corporation,United States,California,Vestavia Hills,440 Lincoln Street,NULL,www.allmerica.com,NULL,approved,admin-krupa,admin-krupa,NULL
243,Allogis Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
244,Alls Well Healthcare Staffing,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
245,Allscripts LLC,United States,Illinois,Chicago ,222 Merchandise Mart Plaza Suite 2024,60654,www.allscripts.com,NULL,approved,admin-krupa,admin-krupa,NULL
246,Allstate Insurance Company,United States,Illinois,Northbrook,2775 Sanders Road,60062,www.allstate.com,8474025000,approved,admin-krupa,admin-krupa,Allstate Insurance Company.jpg
247,Allstream IT Services,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
248,ALLTEL Corporation,United States,Arkansas,Little Rock ,Post Office Box 2177,72203,www.alltel.com,,approved,admin-krupa,admin-krupa,NULL
249,Allvac An Allegheny Technologies Company,United States,North Carolina,Monroe,P.O. Box 5030,28111,www.allvac.com,8008415491,approved,admin-krupa,admin-krupa,NULL
250,Alper & Associates Personnel Service,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
251,Alpert Executive Search,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
252,Alpha Innotech Corporation,United States,Alabama,Addison,2401 Merced Street,94577,www.alphainnotech.com,NULL,approved,admin-krupa,admin-krupa,NULL
253,Alpha Technologies Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
254,Alpharma,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
255,Alphatech Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
256,Alpine Recruiting,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
257,Alro Steel Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
258,ALS Therapy Development Foundation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
259,Alside Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
260,Alstom Power Inc,United States,Washington,Monroe,16778 146th Street Southeast,98272,www.alstom.com,3607944108,approved,admin-krupa,admin-krupa,NULL
261,Alta Associates,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
262,Altana Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
263,Altaquip,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
264,Altaworks,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
265,Altec Industries Inc,United States,Alabama,Birmingham,210 Inverness Center Dr.,35242,www.altec.com,,approved,admin-krupa,admin-krupa,NULL
266,Altech International,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
267,Altera Corporation,United States,California,San Jose,101 Innovation Drive,95134,www.Altera.com,4085447000,approved,admin-krupa,admin-krupa,NULL
268,Alternate Family Care Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
269,Altrio Communications Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
270,AM Best Company Inc,United States,New Jersey,Foster,Ambest Road ,8858,www.ambest.com,NULL,approved,admin-krupa,admin-krupa,NULL
271,AM General Corporation,United States,Indiana,South Bend,105 N. Niles Avenue,46617,www.amgeneral.com,5742376222,approved,admin-krupa,admin-krupa,NULL
272,Amadeus Americas Inc,United States,Florida,Miami ,9250 N.W. 36th Street,33178,www.amadeus.com,NULL,approved,admin-krupa,admin-krupa,NULL
273,Amalgamated Life Insurance Co Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
274,Amatel Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
275,Amazon.com Inc,United States,Washington,Seattle,Post Office Box 81226,98108,www.amazon.com,NULL,approved,admin-krupa,admin-krupa,amazon.png
276,Ambassador Solutions,United States,Indiana,Carmel,501 Congressional Boulevard  Suite 250,46032,www.ambassadorsolutions.com,3175716838,approved,admin-krupa,admin-krupa,NULL
277,Ambel Precision Manufacturing Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
278,AMCG (USA) Ltd,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
279,Amcor PET Packaging NA,United States,Michigan ,Ann Arbor,935 Technology Drive Suite 100 ,48108,www.amcor.com,,approved,admin-krupa,admin-krupa,NULL
280,Amdocs Inc,United States,Illinois,Champaign ,2109 Fox Drive,61820,www.amdocs.com,NULL,approved,admin-krupa,admin-krupa,amdocs.png
281,Hess Corporation,United States,New York,New York,1185 Avenue of the Americas,10036,www.hess.com,NULL,approved,admin-krupa,admin-krupa,Hess.gif
282,Ameramp,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
283,Ameren Corporation,United States,Missouri,Ranch Camp,Post Office Box 66149,63166,www.ameren.com,NULL,approved,admin-krupa,admin-krupa,NULL
284,America At Work,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
285,America Online LLC,United States,Virginia,Dulles,22000 AOL Way,20166,www.aol.com,7032651000,approved,admin-krupa,admin-krupa,NULL
286,America West Airlines Inc,United States,Illinois,Rosemont,4000 East Sky Harbor Boulevard,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
287,American Academy of Pediatrics,United States,Illinois,Lincolnton ,141 Northwest Point Boulevard,60007,www.aap.org,8474344000,approved,admin-krupa,admin-krupa,NULL
288,American Arium Inc,United States,California,Tustin,14811 Myford Road,92780,www.arium.com,7147311661,approved,admin-krupa,admin-krupa,NULL
289,American Axle & Manufacturing Inc,United States,Michigan ,Detroit,1840 Holbrook Avenue,48212,www.aam.com,NULL,approved,admin-krupa,admin-krupa,"American Axle.png	"
290,American Bond Services,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
291,American Business Financial Services,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
292,American Cancer Society Inc,United States,Texas,Austin ,1825B Kramer Ln Suite 200,78758,www.cancer.org,NULL,approved,admin-krupa,admin-krupa,NULL
293,American Card Technology Inc,United States,Georgia,Marietta ,1355 Terrell Mill Road Bldg 1462 Suite 200,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
294,American Career College,United States,California,Los Angeles,4021 Rosewood Avenue,90004,www.americancareer.com,8778098686,approved,admin-krupa,admin-krupa,NULL
295,American Century Investments,United States,Kansas,Kansas City ,4500 Main St Suite 1500,64111,www.americancentury.com,NULL,approved,admin-krupa,admin-krupa,American Century Investments.png
296,American College of Healthcare Executive,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
297,American College of Radiology,United States,Virginia,Reston,1891 Preston White Drive,20191,www.acr.org,7036488900,approved,admin-krupa,admin-krupa,NULL
298,American Community Mutual Insurance Company,United States,Michigan ,Livonia,39201 Seven Mile Road,48152,www.american-community.com,7345919000,approved,admin-krupa,admin-krupa,NULL
299,American Competitiveness Institute,United States,Pennsylvania,Philadelphia,One International Plaza,19113,www.aciusa.org,6103621200,approved,admin-krupa,admin-krupa,NULL
300,American Consulting Company Inc,United States,Minnesota,Minneapolis ,6110 Ridge Road,55331,www.americanconsultingcompany.com,NULL,approved,admin-krupa,admin-krupa,NULL
301,American Consulting Group,United States,California,Mission Viejo,23361 Madero Suite 220,92691,www.american-consulting.com,9494521840,approved,admin-krupa,admin-krupa,NULL
302,American Contract Services Inc,United States,Massachusetts,Newton,2000 Commonwealth Avenue,2466,www.americancontract.com,NULL,approved,admin-krupa,admin-krupa,NULL
303,American Electronics Association,United States,Alabama,Addison,5201 Great America Parkway #400,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
304,American Employment Solutions,United States,Illinois,Lincolnton ,25 Northwest Point Boulevard  Suite 950,60007,www.amesinc.org,NULL,approved,admin-krupa,admin-krupa,NULL
305,American Express Company,United States,New York,New York,World Financial Center,10285,www.americanexpress.com,NULL,approved,admin-krupa,admin-krupa,Amex.png
306,American Family Insurance,United States,Alabama,Madison,6000 American Parkway,53783,www.amfam.com,6082492111,approved,admin-krupa,admin-krupa,American Family Insurance.png
307,American Financial Group Inc,United States,Ohio,Cincinnati,580 Walnut Street,45202,www.afginc.com,NULL,approved,admin-krupa,admin-krupa,American Financial Group Inc.png
308,American Greetings Corporation,United States,Ohio,Cleveland,One American Road,44144,www.americangreetings.com,2162527300,approved,admin-krupa,admin-krupa,NULL
309,American Heart Association,United States,Texas,Dallas ,7272 Greenville Avenue,75231,www.americanheart.org,8002428721,approved,admin-krupa,admin-krupa,NULL
310,American Heritage Group,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
311,American Income Life Insurance Company,United States,Texas,Waco ,1200 Wooded Acres Drive,76710,www.ailife.com,2547616400,approved,admin-krupa,admin-krupa,NULL
312,American Intercontinental University,United States,Illinois,Hoffman Estates,5550 Prairie Stone Parkway,60192,www.aiuonline.edu,NULL,approved,admin-krupa,admin-krupa,NULL
313,American International Group Inc,United States,New York,New York,70 Pine St,10270,www.aig.com,9086793150,approved,admin-krupa,admin-krupa,American International Group Inc.png
314,American Management Association,United States,New York,New York,1601 Broadway,7420,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
315,American Medical Association,United States,Illinois,Chicago ,515 N. State Street,60610,www.ama-assn.org,NULL,approved,admin-krupa,admin-krupa,NULL
316,American Medical Security,United States,Wisconsin,Green Bay,3100 AMS Boulevard P.O. Box 19032,54307,www.eams.com,NULL,approved,admin-krupa,admin-krupa,NULL
317,American Mobile Healthcare,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
318,American Petroleum Exchange,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
319,American Pharmaceutical Partners Inc,United States,Illinois,Schaumburg,"1501 East Woodfield Road, Suite 300 East",60173,www.appdrugs.com,,approved,admin-krupa,admin-krupa,NULL
320,American Racing Custom Wheels,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
321,American Red Cross,United States,District of Columbia,Washington,2025 E Street NW,20006,www.redcross.org,2023034498,approved,admin-krupa,admin-krupa,NULL
322,American Ref Fuel,United States,New Jersey,Montvale,155 Chestnut Ridge Road,7645,www.ref-fuel.com,2016904800,approved,admin-krupa,admin-krupa,NULL
323,American Science & Engineering,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
324,American Skandia Life Assurance Corporation,United States,Connecticut,Shelton,One Corporate Drive,6484,www.americanskandia.prudential.com,2039261888,approved,admin-krupa,admin-krupa,NULL
325,American Staffing Resources,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
326,American Standard Companies Inc,United States,New Jersey,Piscataway,One Centennial Avenue,8854,www.americanstandard.com,NULL,approved,admin-krupa,admin-krupa,NULL
327,American Superconductor,United States,Massachusetts,Dennis,64 Jackson Road,1434,www.amsc.com,9788423000,approved,admin-krupa,admin-krupa,NULL
328,American Systems Corporation,United States,Virginia,Johnstown ,13990 Parkeast Circle,20151,www.2asc.com,7039686300,approved,admin-krupa,admin-krupa,NULL
329,American United Life Insurance Company,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
330,Americas Note Network,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
331,Americredit Corporation,United States,Texas,Fort Worth ,801 Cherry Street Suite 3900,76102,www.americredit.com,8173027394,approved,admin-krupa,admin-krupa,NULL
332,Amerigroup Corporation,United States,Virginia,Virginia Beach ,4425 Corporation Lane,23462,www.amerigroupcorp.com,NULL,approved,admin-krupa,admin-krupa,NULL
333,Ameripride Services,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
334,Ameripride Uniform Services,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
